ID,PAYOUT
2891745,False
2641889,False
2863500,False
2856746,False
2863507,False
2828171,False
2652400,False
2641865,True
2645456,True
1841760,True
1431729,True
1431736,True
1431732,True
1431730,True
1431733,True
1431731,True
